"CASRN","DTXSID","chem_name","MC","SteroidSynth","ERactivity","gentox","Consumer","Diet","Pharma","Pesticide","Industrial","HPV","U95intake","P65_Cancer","P65_Dev"
"118-79-6","DTXSID6021959","2,4,6-Tribromophenol",NA,"E2P4up","not_agonist","positive",NA,NA,NA,"Pesticide_exp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"32388-55-9","DTXSID4029353","1-Cedr-8-en-9-ylethanone",NA,"negative","weak_agonist","negative","Consumer_exp","Diet_exp",NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"4940-11-8","DTXSID5041516","2-Ethyl-3-hydroxy-4H-pyran-4-one",NA,"E2up","not_agonist","positive","Consumer_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"14816-18-3","DTXSID8034324","Phoxim",NA,"E2P4up","agonist","positive","Consumer_cp",NA,"Pharma_cp","Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"133855-98-8","DTXSID1040372","Epoxiconazole",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"827-21-4","DTXSID1041639","Sodium m-xylene-4-sulfonate",NA,"negative","weak_agonist","no test",NA,NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"99607-70-2","DTXSID3041794","Cloquintocet-mexyl",NA,"E2P4up","not_agonist","negative","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"13684-63-4","DTXSID1024255","Phenmedipham",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"104-54-1","DTXSID9041491","3-Phenyl-2-propen-1-ol",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"92-69-3","DTXSID7021152","4-Phenylphenol",NA,"E2P4up","agonist","positive","Consumer_cp","Diet_cp_exp",NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"21145-77-7","DTXSID7041544","6-Acetyl-1,1,2,4,4,7-hexamethyltetralin",NA,"negative","weak_agonist","negative","Consumer_exp","Diet_cp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"496-46-8","DTXSID6031380","Glycoluril",NA,NA,"weak_agonist","negative",NA,NA,NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"605-45-8","DTXSID2040731","Diisopropyl phthalate",NA,"E2up","not_agonist","no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"2491-38-5","DTXSID4034576","2-Bromo-4-hydroxyacetophenone",NA,"negative","weak_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"97-52-9","DTXSID0038700","2-Methoxy-4-nitroaniline",NA,"P4up","not_agonist","positive",NA,NA,NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"620-17-7","DTXSID0022480","3-Ethylphenol",NA,"E2up","not_agonist","no test","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"108-39-4","DTXSID6024200","m-Cresol",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"120-46-7","DTXSID3041247","1,3-Diphenyl-1,3-propanedione",NA,"E2up","weak_agonist","no test","Consumer_cp_exp",NA,NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"122453-73-0","DTXSID9032533","Chlorfenapyr",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"919-30-2","DTXSID2027333","3-Aminopropyltriethoxysilane",NA,"E2up","not_agonist","negative","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"1459-93-4","DTXSID8027402","Dimethyl isophthalate",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"126-00-1","DTXSID0022436","Diphenolic acid",NA,NA,"agonist","positive","Consumer_cp","Diet_cp_exp",NA,NA,NA,NA,"Less than 1 ug/kg/day",NA,NA
"156-10-5","DTXSID1021031","4-Nitrosodiphenylamine",NA,"negative","weak_agonist","positive",NA,NA,NA,"Pesticide_exp","Industrial_exp",NA,"Less than 1 ug/kg/day","Cancer",NA
"55512-33-9","DTXSID2032639","Pyridate",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"1031-07-8","DTXSID3037541","Endosulfan sulfate",NA,"E2up","not_agonist","no test",NA,"Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"104-43-8","DTXSID1022508","4-Dodecylphenol",NA,"negative","agonist","no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"131-57-7","DTXSID3022405","2-Hydroxy-4-methoxybenzophenone",NA,"E2up","weak_agonist","positive","Consumer_cp_exp","Diet_cp_exp","Pharma_cp","Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"80-09-1","DTXSID3022409","4,4'-Sulfonyldiphenol",NA,"P4up","agonist","positive","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"1214-39-7","DTXSID7032630","N-Benzyladenine",NA,"E2P4up","not_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"532-02-5","DTXSID4041442","Sodium 2-naphthalenesulfonate",NA,"E2up","not_agonist","negative",NA,"Diet_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"99-07-0","DTXSID0025101","3-Dimethylaminophenol",NA,"E2up","not_agonist","positive","Consumer_exp",NA,NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"67485-29-4","DTXSID6023868","Hydramethylnon",NA,"negative","agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,"Dev_M"
"31519-22-9","DTXSID0037730","1,4-Dihydroxy-2-naphthoic acid",NA,"P4up","not_agonist","no test",NA,NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"27306-78-1","DTXSID1040611","Silwet L77",NA,"P4up","not_agonist","no test","Consumer_cp",NA,NA,"Pesticide_cp",NA,NA,NA,NA,NA
"491-80-5","DTXSID1022394","Biochanin A",NA,"P4up","agonist","positive",NA,NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"118-56-9","DTXSID1026241","3,3,5-Trimethylcyclohexyl salicylate",NA,"E2up","weak_agonist","negative","Consumer_cp_exp","Diet_exp","Pharma_cp","Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"4602-84-0","DTXSID3032389","Farnesol",NA,"negative","weak_agonist","negative","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"500-38-9","DTXSID5022437","Nordihydroguaiaretic acid",NA,"P4up","weak_agonist","positive","Consumer_cp","Diet_FDA_cp",NA,NA,NA,NA,NA,NA,NA
"26002-80-2","DTXSID7032688","Phenothrin",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_cp","Pharma_cp","Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"51632-16-7","DTXSID6028022","1-(Bromomethyl)-3-phenoxybenzene",NA,"E2up","weak_agonist","no test","Consumer_exp",NA,NA,"Pesticide_exp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"97-23-4","DTXSID6021824","Dichlorophen",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp_exp","Pharma_cp","Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,"Dev"
"959-98-8","DTXSID9037539","Endosulfan I",NA,"negative","weak_agonist","negative",NA,"Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"2390-60-5","DTXSID5038888","Basic Blue 7",NA,"P4up","not_agonist","no test",NA,NA,NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"2610-11-9","DTXSID5041726","C.I. Direct Red 81 disodium salt",NA,"E2up","not_agonist","negative",NA,NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"5153-25-3","DTXSID4022525","2-Ethylhexylparaben",NA,"negative","agonist","no test","Consumer_exp","Diet_exp",NA,"Pesticide_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"29385-43-1","DTXSID0026171","Tolyltriazole",NA,"E2up","not_agonist","positive",NA,NA,"Pharma_cp","Pesticide_cp",NA,"HPV",NA,NA,NA
"21662-09-9","DTXSID5041514","(4Z)-4-Decenal",NA,"E2up","not_agonist","no test","Consumer_exp","Diet_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"81741-28-8","DTXSID9034997","Tributyltetradecylphosphonium chloride",NA,"negative","weak_agonist","no test","Consumer_cp_exp",NA,NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"122-42-9","DTXSID7020766","Propham",NA,"E2up","not_agonist","no test","Consumer_cp_exp","Diet_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"140-10-3","DTXSID5022489","E-Cinnamic acid",NA,"negative","agonist","positive","Consumer_cp_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"87-25-2","DTXSID6025272","Ethyl anthranilate",NA,"E2up","not_agonist","negative","Consumer_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"4468-42-2","DTXSID4041492","3-Phenylhexane",NA,"E2up","not_agonist","no test","Consumer_exp","Diet_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"53-19-0","DTXSID9020372","o,p'-DDD",NA,"negative","agonist","positive",NA,"Diet_cp","Pharma_cp","Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"68959-20-6","DTXSID5035589","Disiquonium chloride",NA,"negative","weak_agonist","no test","Consumer_cp_exp",NA,"Pharma_cp","Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"2122-70-5","DTXSID3034583","Ethyl 1-naphthaleneacetate",NA,"E2up","not_agonist","no test","Consumer_cp_exp","Diet_exp",NA,"Pesticide_cp_exp",NA,NA,"100 ug/kg/day or more",NA,NA
"1742-14-9","DTXSID9029223","1,1-Bis(3,4-dimethylphenyl)ethane",NA,"E2up","not_agonist","no test","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"1241-94-7","DTXSID1025300","2-Ethylhexyl diphenyl phosphate",NA,"negative","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"6190-65-4","DTXSID5037494","Deethylatrazine",NA,"E2P4up","not_agonist","negative",NA,"Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,"Dev_F"
"87-68-3","DTXSID7020683","Hexachloro-1,3-butadiene",NA,"E2P4up","not_agonist","positive","Consumer_cp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day","Cancer",NA
"108-68-9","DTXSID1025148","3,5-Dimethylphenol",NA,"E2up","not_agonist","negative","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"71283-80-2","DTXSID2034598","Fenoxaprop-P-ethyl",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"868-85-9","DTXSID5020493","Dimethyl hydrogen phosphite",NA,NA,"weak_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"101-37-1","DTXSID8037754","2,4,6-Tris(allyloxy)-1,3,5-triazine",NA,"E2P4up","not_agonist","negative","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"94-80-4","DTXSID5020443","2,4-D 1-butyl ester",NA,"E2up","not_agonist","negative","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"120-51-4","DTXSID8029153","Benzyl benzoate",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_FDA_cp_exp","Pharma_FDA_discontinued","Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"118-82-1","DTXSID7022411","4,4'-Methylenebis(2,6-di-t-butylphenol)",NA,"E2up","not_agonist","negative","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"118-55-8","DTXSID6021957","Phenyl salicylate",NA,"E2up","not_agonist","negative",NA,"Diet_FDA_cp_exp",NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"101-83-7","DTXSID6025018","Dicyclohexylamine",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_cp_exp","Pharma_cp",NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"35400-43-2","DTXSID8032675","Sulprofos",NA,"E2P4up","weak_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"2492-26-4","DTXSID1026035","Sodium 2-mercaptobenzothiolate",NA,"P4up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","100 ug/kg/day or more",NA,NA
"27344-41-8","DTXSID6036467","Disodium 4,4'-bis(2-sulfostyryl)biphenyl",NA,"E2up","not_agonist","no test",NA,"Diet_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"645-56-7","DTXSID9022100","4-Propylphenol",NA,"E2P4up","weak_agonist","no test","Consumer_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"14371-10-9","DTXSID6024834","(2E)-3-Phenylprop-2-enal",NA,"negative","weak_agonist","positive","Consumer_cp_exp","Diet_exp",NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"654055-01-3","DTXSID3040776","Morin hydrate",NA,"E2up","weak_agonist","no test",NA,"Diet_naturally_occurring",NA,NA,NA,NA,NA,NA,NA
"633-96-5","DTXSID0038881","C.I. Acid Orange 7",NA,"E2up","not_agonist","negative","Consumer_cp",NA,"Pharma_cp","Pesticide_cp_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"125116-23-6","DTXSID4034497","Metconazole",NA,"negative","weak_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"645-62-5","DTXSID4025296","2-Ethyl-2-hexenal",NA,"P4up","not_agonist","negative","Consumer_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"103-41-3","DTXSID3041663","Benzyl cinnamate",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"98730-04-2","DTXSID3029572","Benoxacor",NA,"P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"100 ug/kg/day or more",NA,NA
"143390-89-0","DTXSID2032558","Kresoxim-methyl",NA,"negative","weak_agonist","negative","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"87-01-4","DTXSID6041422","7-(Dimethylamino)-4-methylcoumarin",NA,"E2P4up","not_agonist","no test",NA,NA,NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"28804-88-8","DTXSID7025130","Dimethylnaphthalene",NA,"E2up","not_agonist","negative",NA,NA,NA,"Pesticide_cp",NA,NA,NA,NA,NA
"618-45-1","DTXSID0044571","3-Isopropylphenol",NA,"E2P4up","not_agonist","no test","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_exp","Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"127-47-9","DTXSID6021240","Retinol acetate",NA,"P4up","not_agonist","positive",NA,"Diet_FDA_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"73-31-4","DTXSID1022421","Melatonin",NA,"P4up","not_agonist","negative","Consumer_cp","Diet_cp","Pharma_cp","Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"2554-06-5","DTXSID3038808","1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane",NA,"E2up","weak_agonist","positive","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"480-40-0","DTXSID1022396","Chrysin",NA,"P4up","agonist","no test",NA,NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"95-76-1","DTXSID7021815","3,4-Dichloroaniline",NA,"E2P4up","not_agonist","positive","Consumer_exp","Diet_cp_exp",NA,"Pesticide_cp_exp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"4707-47-5","DTXSID9041653","Methyl 2,4-dihydroxy-3,6-dimethylbenzoate",NA,"E2P4up","not_agonist","positive","Consumer_exp",NA,NA,"Pesticide_cp","Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"27193-86-8","DTXSID1027926","Dodecylphenol",NA,"negative","agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp",NA,"HPV",NA,NA,NA
"123-07-9","DTXSID4021977","4-Ethylphenol",NA,"E2up","not_agonist","positive","Consumer_exp","Diet_FDA_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"487-06-9","DTXSID1041421","5,7-Dimethoxy-2H-chromen-2-one",NA,"E2up","not_agonist","no test",NA,NA,NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"941-69-5","DTXSID0041274","1-Phenyl-1H-pyrrole-2,5-dione",NA,"E2P4up","not_agonist","positive",NA,NA,NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"120-56-9","DTXSID7029611","Triethylene glycol dibenzoate",NA,NA,"weak_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"93-16-3","DTXSID0052621","4-Prop-1-enylveratrole",NA,"E2up",NA,"no test","Consumer_exp","Diet_FDA_cp",NA,"Pesticide_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"120983-64-4","DTXSID3044338","Pyrasulfotole metabolite (SXX 0665)",NA,"P4up",NA,"no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"82-44-0","DTXSID7052571","1-Chloroanthraquinone",NA,"E2up",NA,"no test",NA,NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"2832-40-8","DTXSID6021450","C.I. Disperse Yellow 3",NA,"E2P4up",NA,"positive",NA,NA,NA,NA,NA,NA,NA,"Cancer",NA
"135590-91-9","DTXSID6037564","Mefenpyr-diethyl",NA,"E2up",NA,"negative","Consumer_cp","Diet_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"364-76-1","DTXSID5052042","4-Fluoro-3-nitroaniline",NA,"E2P4up",NA,"no test",NA,NA,NA,"Pesticide_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"1207-12-1","DTXSID6052740","4,6-Dimethyldibenzothiophene",NA,"E2up",NA,"no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"101-72-4","DTXSID1025485","N-Isopropyl-N'-phenyl-p-phenylenediamine",NA,"E2up",NA,"negative","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"1121-78-4","DTXSID4051580","6-Methyl-3-hydroxypyridine",NA,"E2up",NA,"no test","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"92-91-1","DTXSID6052619","4'-Acetylbiphenyl",NA,"E2P4up",NA,"no test","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"6358-53-8","DTXSID6024838","C.I. Solvent Red 80",NA,"E2P4up",NA,"positive",NA,"Diet_FDA_cp",NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day","Cancer",NA
"2481-94-9","DTXSID8041745","C.I. Solvent Yellow 56",NA,"E2up",NA,"negative","Consumer_exp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"178928-70-6","DTXSID4034869","Prothioconazole",NA,"P4up",NA,"no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"610-39-9","DTXSID8027240","3,4-Dinitrotoluene",NA,"P4up",NA,"positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"13048-33-4","DTXSID9025401","1,6-Hexanediol diacrylate",NA,"P4up",NA,"negative","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"16867-04-2","DTXSID0051782","3-Hydroxy-2-pyridone",NA,"E2up",NA,"no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"1470-94-6","DTXSID0051732","Indan-5-ol",NA,"E2up",NA,"no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"612-83-9","DTXSID1020433","3,3'-Dichlorobenzidine dihydrochloride",NA,"E2up",NA,"positive",NA,NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"2642-71-9","DTXSID5037498","Azinphos-ethyl",NA,"E2P4up",NA,"no test","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"100-43-6","DTXSID0051499","4-Vinylpyridine",NA,"E2up",NA,"negative","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"121-87-9","DTXSID4021973","2-Chloro-4-nitroaniline",NA,"E2up",NA,"positive",NA,NA,NA,"Pesticide_exp","Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"2032-65-7","DTXSID3032626","Methiocarb",NA,"E2P4up",NA,"no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"120-21-8","DTXSID0021963","4-(Diethylamino)benzaldehyde",NA,"E2P4up",NA,"no test","Consumer_cp_exp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"135-88-6","DTXSID4021131","N-Phenyl-2-naphthylamine",NA,"E2P4up",NA,"positive","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"111-34-2","DTXSID5051575","Butyl vinyl ether",NA,"P4up",NA,"negative","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"17557-23-2","DTXSID8025707","Neopentyl glycol diglycidyl ether",NA,"E2up",NA,"positive","Consumer_exp","Diet_exp",NA,"Pesticide_cp_exp",NA,NA,"100 ug/kg/day or more",NA,NA
"134-85-0","DTXSID2051687","4-Chlorobenzophenone",NA,"E2up",NA,"negative",NA,NA,NA,"Pesticide_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"33693-04-8","DTXSID1042445","Terbumeton",NA,"E2up",NA,"no test","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"2588-04-7","DTXSID6042282","Phorate sulfone",NA,"P4up",NA,"no test",NA,"Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"2479-46-1","DTXSID8051914","1,3-Bis(4-aminophenoxy)benzene",NA,"E2P4up",NA,"positive",NA,NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"497-39-2","DTXSID1041502","4,6-Di-tert-butyl-m-cresol",NA,"E2up",NA,"no test","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"23726-91-2","DTXSID7051890","(E)-beta-Damascone",NA,"P4up",NA,"negative","Consumer_cp_exp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"2680-03-7","DTXSID0051944","N,N-Dimethylacrylamide",NA,"P4up",NA,"positive","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"2497-06-5","DTXSID8041901","Disulfoton sulfone",NA,"E2P4up",NA,"no test",NA,"Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"121-72-2","DTXSID9051618","N,N,3-Trimethylaniline",NA,"P4up",NA,"no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"108-48-5","DTXSID7051557","2,6-Dimethylpyridine",NA,"P4up",NA,"no test",NA,"Diet_FDA_cp_exp",NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"3120-74-9","DTXSID0051996","3-Methyl-4-(methylthio)phenol",NA,"E2P4up",NA,"negative","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"23696-85-7","DTXSID6041397","Damascenone",NA,"P4up",NA,"no test","Consumer_cp_exp","Diet_FDA_cp",NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"452-58-4","DTXSID0051493","2,3-Diaminopyridine",NA,"P4up",NA,"no test",NA,NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
